7818992465052935364	6	0	6	1
1679830037634474452	6	0	6	1
7645823992826471912	6	0	6	1
6399538113149411598	6	0	6	1
3856256764231436825	6	0	6	1
4134385964208378358	6	0	6	1
740133951628861932	6	0	6	1
1183407221676797019	6	0	6	1
6570933363429793133	6	0	6	1
7403447600319840023	6	0	6	1
8597762223930836359	1	0	1	1
1239338399934190582	6	0	6	1
3723944758781423665	6	0	6	1
6599643968794149927	1	6	1	7
7678228839027719517	6	0	6	1
1270220672758539988	6	0	6	1
4255600193681973691	6	0	6	1
8180278888559823786	6	0	6	1
6600391932904660093	6	0	6	1
7988511429396593990	1	6	1	7
8211463815595477980	6	0	6	1
1773668932506746841	6	0	6	1
4490663521544110311	6	0	6	1
7470925763773596374	6	0	6	1
9114299246557145768	6	0	6	1
3994857198745686352	6	0	6	1
8104424859901840925	6	4	6	5
2001885153822397208	6	6	6	7
6320512517066220562	6	4	6	5
8710305653315862101	6	0	6	1
1239124863817360777	6	0	6	1
1651304233488646040	6	0	6	1
4686545016679460835	6	4	6	5
1681514956983767228	6	0	6	1
7677460884061849873	6	0	6	1
1677085850043914250	6	0	6	1
7533167378970558071	6	0	6	1
6026915565003222492	6	0	6	1
1143903326250037780	6	0	6	1
8523167001228709963	6	0	6	1
2097368942482231389	6	4	6	5
3008956406689531869	6	4	6	5
2217779597082265363	6	0	6	1
2710926458120256464	6	0	6	1
5568708135494725800	6	4	6	5
5275242413265499635	6	0	6	1
761250872559687362	6	4	6	5
8082147396997077280	6	4	6	5
2670067965691669108	6	0	6	1
4781988190591148447	6	0	6	1
3400222595779081242	6	0	6	1
7038341792795707483	6	0	6	1
4660790770742640173	1	4	1	5
5505560745504889590	6	6	6	7
4011298693565325286	6	6	6	7
5403868778081311706	6	6	6	7
8658927218607578940	6	6	6	7
1540555930255406123	6	6	6	7
1838946724333793220	6	6	6	7
3071579757763338206	6	6	6	7
3497402406590059113	6	6	6	7
8923231167578514271	6	6	6	7
5069749375912165669	6	6	6	7
6319792024277187509	1	0	1	1
3591068580711296452	6	6	6	7
1390229560126131715	1	2	1	3
8895646470570424853	1	6	1	7
5362527248607921007	6	6	6	7
3550438033166276838	6	6	6	7
2011956437818253193	6	6	6	7
5864595060522530200	6	6	6	7
8898065107669099087	6	6	6	7
5636798906841695092	6	0	6	1
5841714872647300590	6	6	6	7
4069103502133887467	6	6	6	7
2213238577091444437	6	6	6	7
5137205340802317540	6	6	6	7
6816607657096303770	6	6	6	7
1699439362823876450	6	6	6	7
5809002593191702575	6	2	6	3
4264088184960232746	6	6	6	7
8598483061969820192	6	2	6	3
6342249958267093095	6	6	6	7
3591421776283360187	6	2	6	3
3895497266294194602	6	6	6	7
7056289254498275793	6	6	6	7
4012982824202071694	6	6	6	7
5363465630965987107	6	6	6	7
4009117215360771640	6	6	6	7
5219150515217186885	6	6	6	7
8306587878985749486	6	6	6	7
3403310026051128358	6	2	6	3
6245742088442965625	6	2	6	3
4467099812199657071	6	6	6	7
658932390933395951	6	2	6	3
7999824956780731510	6	0	6	1
3210502291462364680	6	6	6	7
7902987110875221658	6	2	6	3
7624707877643176897	6	2	6	3
3059505242810394864	6	6	6	7
